"Object","Chain Id","Account Address","Address","Name","Symbol","Decimals","Icon Url","Raw Balance","Balance","Currency","Price","Market Value"
"token","10","0x44aa43d73e34202bb392720b8867b93f46dab695","0x0b2c639c533813f4aa9d7837caf62653d097ff85","USD Coin","USDC","6","","","9.413045","usd","0.999817","9.41"
